batch_size,repetitions,mean_batch_latency_ms,p95_batch_latency_ms,mean_latency_per_email_ms,throughput_emails_per_second
1,20,6.889324996154755,8.017264999216422,6.889324996154755,145.1521013391218
4,20,7.355634990381077,8.462309982860463,1.8389087475952692,543.8007738598744
8,20,7.530369993764907,8.719839999685064,0.9412962492206134,1062.3647983597011
16,20,11.45454000798054,12.349605007329956,0.7159087504987838,1396.8260610074758
32,20,18.888270005118102,19.73157502070535,0.5902584376599407,1694.173155684933
