runs,success_count,success_rate,inconsistencies,non_finite_outputs,exceptions,confidence_tolerance,latency_mean_ms,latency_p95_ms,latency_max_ms
500,500,1.0,0,0,0,0.0001,6.601722199469805,7.69827504409477,9.93829988874495
