batch_size,repetitions,mean_batch_latency_ms,p95_batch_latency_ms,mean_latency_per_email_ms,throughput_emails_per_second
1,20,7.3934750049375,9.287190029863268,7.3934750049375,135.2543965229045
4,20,7.925655017606914,9.225594997406008,1.9814137544017285,504.69014751638366
8,20,8.97470498457551,9.544164896942675,1.1218381230719388,891.3942033469959
16,20,13.958025025203824,15.391115087550133,0.872376564075239,1146.2939757672743
32,20,22.884494985919446,23.318694927729666,0.7151404683099827,1398.3266844948607
